formula,a,b,c,band_gap,rA,rB,rX,chi_A,chi_B,chi_X,EA_A,EA_B,EA_X,tolerance_factor,octahedral_factor,volume,density,chi_diff_BX,r_ratio_BX,lattice_strain,packing_index,PC1_Size,PC2_Shape,Stability_Tag,B_site,is_semiconductor,B_site_encoded
KNiBr3,3.40725,3.40725,7.95025,,1.52,0.74,0.8825,0.82,1.91,2.96,0.50145913,1.1571612,3.3635883,1.047041012,0.838526912,92.29725521,6.072102499,1.05,0.838526912,0.435142635,0.271345534,1.4312225,0.147419468,Unstable_Hexagonal,Ni,1,11
KNiI3,4.026666667,4.026666667,4.026666667,,1.52,0.74,1.273333333,0.82,1.91,2.66,0.50145913,1.1571612,3.059046537,0.981052124,0.581151832,65.2885523,12.17023272,0.75,0.581151832,0,0.648683102,1.656733333,0.282729506,Stable_Cubic,Ni,1,11
KNiF3,3.0345,3.0345,7.0805,,1.52,0.74,0.705,0.82,1.91,3.98,0.50145913,1.1571612,3.401189824,1.088797639,1.04964539,65.19859107,3.942260878,2.07,1.04964539,0.435142635,0.319192703,1.328805,0.02768064,Unstable_Hexagonal,Ni,1,11
KCuCl3,3.2,3.2,3.2,,1.52,0.82,0.78,0.82,1.9,3.16,0.50145913,1.235784,3.61272528,1.016465998,1.051282051,32.768,10.59138,1.26,1.051282051,0,0.70139124,1.42024,-0.02461495,Stable_Cubic,Cu,1,5
KCuBr3,3.405,3.405,3.405,,1.52,0.82,0.8825,0.82,1.9,2.96,0.50145913,1.235784,3.3635883,0.997840847,0.92917847,39.47765513,14.4004584,1.06,0.92917847,1.30E-16,0.649902191,1.4793825,0.0485443,Stable_Cubic,Cu,1,5
KCuI3,4.186666667,4.186666667,4.186666667,,1.52,0.82,1.273333333,0.82,1.9,2.66,0.50145913,1.235784,3.059046537,0.943559686,0.643979058,73.38463763,10.93736833,0.76,0.643979058,0,0.58545969,1.704893333,0.211803504,Stable_Cubic,Cu,1,5
KCuF3,3.2025,3.2025,7.4725,,1.52,0.82,0.705,0.82,1.9,3.98,0.50145913,1.235784,3.401189824,1.031680386,1.163120567,76.6380067,3.45895989,2.08,1.163120567,0.435142635,0.27953599,1.376965,-0.092928208,Unstable_Hexagonal,Cu,1,5
KPdCl3,3.2525,3.2525,3.2525,,1.52,0.84625,0.78,0.82,2.2,3.16,0.50145913,0.5621412,3.61272528,1.000058784,1.084935897,34.4074047,12.15588143,0.96,1.084935897,0,0.674627082,1.37538625,-0.06000812,Stable_Cubic,Pd,1,13
KPdBr3,3.4575,3.4575,3.4575,,1.52,0.84625,0.8825,0.82,2.2,2.96,0.50145913,0.5621412,3.3635883,0.98268925,0.958923513,41.33201386,15.47687283,0.76,0.958923513,0,0.62628435,1.43452875,0.016802377,Stable_Cubic,Pd,1,13
KPdI3,4.239166667,4.239166667,4.239166667,,1.52,0.84625,1.273333333,0.82,2.2,2.66,0.50145913,0.5621412,3.059046537,0.931874162,0.664594241,76.18008883,11.47056688,0.46,0.664594241,0,0.566981829,1.660039583,0.188966904,Stable_Cubic,Pd,1,13
KPdF3,3.1025,3.1025,3.1025,,1.52,0.84625,0.705,0.82,2.2,3.98,0.50145913,0.5621412,3.401189824,1.014222458,1.20035461,29.86313314,11.26076697,1.78,1.20035461,1.43E-16,0.725043145,1.33211125,-0.131595431,Stable_Cubic,Pd,1,13
KVCl3,3.27075,3.27075,7.63175,,1.52,0.7775,0.78,0.82,1.63,3.16,0.50145913,0.527662,3.61272528,1.04420263,0.996794872,81.6429776,3.994563561,1.53,0.996794872,0.435142635,0.277333954,1.4497175,0.033517285,Unstable_Hexagonal,V,1,17
KVBr3,3.486,3.486,8.134,,1.52,0.7775,0.8825,0.82,1.63,2.96,0.50145913,0.527662,3.3635883,1.023387977,0.88101983,98.84596226,5.539589493,1.33,0.88101983,0.435142635,0.25611361,1.50886,0.10065428,Unstable_Hexagonal,V,1,17
KVI3,4.101666667,4.101666667,4.101666667,,1.52,0.7775,1.273333333,0.82,1.63,2.66,0.50145913,0.527662,3.059046537,0.96311334,0.610602094,69.00508417,11.32821653,1.03,0.610602094,0,0.617678094,1.734370833,0.249225451,Stable_Cubic,V,1,17
KVF3,3.11325,3.11325,7.26425,,1.52,0.7775,0.705,0.82,1.63,3.98,0.50145913,0.527662,3.401189824,1.061256383,1.102836879,70.40747597,3.467778265,2.35,1.102836879,0.435142635,0.299432162,1.4064425,-0.029397411,Unstable_Hexagonal,V,1,17
KCrCl3,3.44,3.44,3.44,,1.52,0.94,0.78,0.82,1.66,3.16,0.50145913,0.67592827,3.61272528,0.945549766,1.205128205,40.707584,8.054500823,1.5,1.205128205,0,0.59332348,1.53748,-0.183521957,Stable_Cubic,Cr,1,4
KCrBr3,3.645,3.645,3.645,,1.52,0.94,0.8825,0.82,1.66,2.96,0.50145913,0.67592827,3.3635883,0.932139392,1.065155807,48.42756113,11.3430709,1.3,1.065155807,0,0.553944721,1.5966225,-0.094042606,Stable_Cubic,Cr,1,4
KCrI3,6.197649516,6.197649516,8.8976,,1.52,0.94,1.273333333,0.82,1.66,2.66,0.50145913,0.67592827,3.059046537,0.892402835,0.738219895,341.7644637,2.292385032,1,0.738219895,0.179323003,0.129133743,1.822133333,0.109007339,Metastable,Cr,1,4
KCrF3,3.29,3.29,3.29,,1.52,0.94,0.705,0.82,1.66,3.98,0.50145913,0.67592827,3.401189824,0.956421026,1.333333333,35.611289,6.905358588,2.32,1.333333333,1.35E-16,0.634424054,1.494205,-0.266477001,Stable_Cubic,Cr,1,4
KPbCl3,5.327271779,5.327271779,7.64805,,1.52,1.1225,0.78,0.82,2.33,3.16,0.50145913,0.3567212,3.61272528,0.854846569,1.439102564,217.0503176,2.697999061,0.83,1.439102564,0.179323003,0.122543327,1.5087825,-0.413068989,Metastable,Pb,1,12
KPbBr3,5.614286421,5.614286421,8.0601,,1.52,1.1225,0.8825,0.82,2.33,2.96,0.50145913,0.3567212,3.3635883,0.847293786,1.271954674,254.0560609,3.176619919,0.63,1.271954674,0.179323003,0.115216675,1.567925,-0.300235248,Metastable,Pb,1,12
KPbI3,6.708675587,6.708675587,9.63125,,1.52,1.1225,1.273333333,0.82,2.33,2.66,0.50145913,0.3567212,3.059046537,0.824425019,0.881544503,433.4671978,2.401976506,0.33,0.881544503,0.179323003,0.107455944,1.793435833,-0.040383475,Metastable,Pb,1,12
KPbF3,5.117261065,5.117261065,7.34655,,1.52,1.1225,0.705,0.82,2.33,3.98,0.50145913,0.3567212,3.401189824,0.860909761,1.592198582,192.379409,2.617904937,1.65,1.592198582,0.179323003,0.130148861,1.4655075,-0.517021196,Metastable,Pb,1,12
LiCaCl3,5.240509777,5.349121378,7.5648,,0.9,1.14,0.78,0.98,1,3.16,0.61804922,0.024551,3.61272528,0.618718434,1.461538462,212.0574032,1.201044153,2.16,1.461538462,0.17698145,0.071786701,1.42714,-0.59587376,Unstable_Distorted,Ca,0,0
LiCaBr3,5.520276575,5.634686452,7.96865,,0.9,1.14,0.8825,0.98,1,2.96,0.61804922,0.024551,3.3635883,0.623197942,1.291784703,247.8650784,1.92091721,1.96,1.291784703,0.17698145,0.072201893,1.4862825,-0.47269084,Unstable_Distorted,Ca,0,0
LiCaI3,6.58702965,6.723548399,9.508533333,,0.9,1.14,1.273333333,0.98,1,2.66,0.61804922,0.024551,3.059046537,0.63678677,0.895287958,421.1159463,1.68662997,1.66,0.895287958,0.17698145,0.083595648,1.711793333,-0.18276034,Unstable_Distorted,Ca,0,0
LiCaF3,5.035802364,5.140171324,7.2693,,0.9,1.14,0.705,0.98,1,3.98,0.61804922,0.024551,3.401189824,0.615125411,1.617021277,188.1650084,0.917916445,2.98,1.617021277,0.17698145,0.072610707,1.383865,-0.708340377,Unstable_Distorted,Ca,0,0
LiFeCl3,4.455798026,4.548146172,6.43205,,0.9,0.8525,0.78,0.98,1.83,3.16,0.61804922,0.15323635,3.61272528,0.727681098,1.092948718,130.3494859,2.154761382,1.33,1.092948718,0.17698145,0.089085353,1.0952525,-0.258244207,Unstable_Distorted,Fe,1,6
LiFeBr3,4.735564824,4.833711246,6.8359,,0.9,0.8525,0.8825,0.98,1.83,2.96,0.61804922,0.15323635,3.3635883,0.726465612,0.966005666,156.4761637,3.210137679,1.13,0.966005666,0.17698145,0.091296055,1.154395,-0.169354818,Unstable_Distorted,Fe,1,6
LiFeI3,5.802317899,5.922573193,8.375783333,,0.9,0.8525,1.273333333,0.98,1.83,2.66,0.61804922,0.15323635,3.059046537,0.722906502,0.669502618,287.8308832,2.55861533,0.83,0.669502618,0.17698145,0.109761637,1.379905833,0.037756546,Unstable_Distorted,Fe,1,6
LiFeF3,4.251090613,4.339196118,6.13655,,0.9,0.8525,0.705,0.98,1.83,3.98,0.61804922,0.15323635,3.401189824,0.728671836,1.209219858,113.1967398,1.757130905,2.15,1.209219858,0.17698145,0.08880223,1.0519775,-0.339747452,Unstable_Distorted,Fe,1,6
LiGeCl3,4.230619872,4.318301113,6.107,,0.9,0.77,0.78,0.98,2.01,3.16,0.61804922,1.232676413,3.61272528,0.766412511,0.987179487,111.5693357,2.767434311,1.15,0.987179487,0.17698145,0.097960118,1.01165,-0.156082252,Unstable_Distorted,Ge,1,7
LiGeBr3,4.51038667,4.603866186,6.51085,,0.9,0.77,0.8825,0.98,2.01,2.96,0.61804922,1.232676413,3.3635883,0.762733941,0.872521246,135.199211,3.92161163,0.95,0.872521246,0.17698145,0.100612804,1.0707925,-0.077619625,Unstable_Distorted,Ge,1,7
LiGeI3,5.577139745,5.692728134,8.050733333,,0.9,0.77,1.273333333,0.98,2.01,2.66,0.61804922,1.232676413,3.059046537,0.752093999,0.604712042,255.6038624,2.990319757,0.65,0.604712042,0.17698145,0.120928941,1.296303333,0.104199044,Unstable_Distorted,Ge,1,7
LiGeF3,4.025912459,4.109351059,5.8115,,0.9,0.77,0.705,0.98,2.01,3.98,0.61804922,1.232676413,3.401189824,0.769428057,1.092198582,96.14480293,2.358840542,1.97,1.092198582,0.17698145,0.097449243,0.968375,-0.228198761,Unstable_Distorted,Ge,1,7
LiMgCl3,4.476268768,4.569041177,6.4616,,0.9,0.86,0.78,0.98,1.31,3.16,0.61804922,-0.42,3.61272528,0.724353288,1.102564103,132.1542994,1.729028928,1.85,1.102564103,0.17698145,0.088391596,1.20358,-0.267395046,Unstable_Distorted,Mg,0,9
LiMgBr3,4.756035566,4.854606251,6.86545,,0.9,0.86,0.8825,0.98,1.31,2.96,0.61804922,-0.42,3.3635883,0.723338788,0.974504249,158.514178,2.838462798,1.65,0.974504249,0.17698145,0.090558183,1.2627225,-0.177573981,Unstable_Distorted,Mg,0,9
LiMgI3,5.822788641,5.943468198,8.405333333,,0.9,0.86,1.273333333,0.98,1.31,2.66,0.61804922,-0.42,3.059046537,0.720365033,0.67539267,290.8880702,2.351678012,1.35,0.67539267,0.17698145,0.108845607,1.488233333,0.031795461,Unstable_Distorted,Mg,0,9
LiMgF3,4.271561354,4.360091123,6.1661,,0.9,0.86,0.705,0.98,1.31,3.98,0.61804922,-0.42,3.401189824,0.725179798,1.219858156,114.8398928,1.275933429,2.67,1.219858156,0.17698145,0.088133332,1.160305,-0.349737599,Unstable_Distorted,Mg,0,9
LiMnCl3,4.524033831,4.61779619,6.53055,,0.9,0.8775,0.78,0.98,1.55,3.16,0.61804922,-0.52,3.61272528,0.716705516,1.125,136.4301523,2.047685197,1.61,1.125,0.17698145,0.086837902,1.1656775,-0.2886642,Unstable_Distorted,Mn,1,10
LiMnBr3,4.803800629,4.903361263,6.9344,,0.9,0.8775,0.8825,0.98,1.55,2.96,0.61804922,-0.52,3.3635883,0.716146499,0.994334278,163.3381965,3.06605561,1.41,0.994334278,0.17698145,0.08889981,1.22482,-0.19667876,Unstable_Distorted,Mn,1,10
LiMnI3,5.870553704,5.992223211,8.474283333,,0.9,0.8775,1.273333333,0.98,1.55,2.66,0.61804922,-0.52,3.059046537,0.714503869,0.689136126,298.105527,2.465376884,1.11,0.689136126,0.17698145,0.106767115,1.450330833,0.017934994,Unstable_Distorted,Mn,1,10
LiMnF3,4.319326418,4.408846136,6.23505,,0.9,0.8775,0.705,0.98,1.55,3.98,0.61804922,-0.52,3.401189824,0.717160432,1.244680851,118.7355884,1.662479274,2.43,1.244680851,0.17698145,0.086639577,1.1224025,-0.372956936,Unstable_Distorted,Mn,1,10
LiSnCl3,4.394385802,4.485461156,6.3434,,0.9,0.83,0.78,0.98,1.96,3.16,0.61804922,1.1120702,3.61272528,0.737850554,1.064102564,125.0337857,3.081262262,1.2,1.064102564,0.17698145,0.091272292,1.05627,-0.230660171,Unstable_Distorted,Sn,1,15
LiSnBr3,4.6741526,4.771026229,6.74725,,0.9,0.83,0.8825,0.98,1.96,2.96,0.61804922,1.1120702,3.3635883,0.736010416,0.940509915,150.46708,4.032110385,1,0.940509915,0.17698145,0.093612148,1.1154125,-0.144581146,Unstable_Distorted,Sn,1,15
LiSnI3,5.740905676,5.859888177,8.287133333,,0.9,0.83,1.273333333,0.98,1.96,2.66,0.61804922,1.1120702,3.059046537,0.730639653,0.651832461,278.7879935,3.016049388,0.7,0.651832461,0.17698145,0.112604129,1.340923333,0.055716685,Unstable_Distorted,Sn,1,15
LiSnF3,4.189678389,4.276511102,6.0479,,0.9,0.83,0.705,0.98,1.96,3.98,0.61804922,1.1120702,3.401189824,0.739352693,1.177304965,108.361471,2.798885378,2.02,1.177304965,0.17698145,0.090918045,1.012995,-0.309632256,Unstable_Distorted,Sn,1,15
LiZnCl3,4.530857411,4.624761192,6.5404,,0.9,0.88,0.78,0.98,1.65,3.16,0.61804922,-0.62,3.61272528,0.71562614,1.128205128,137.0484149,2.165318316,1.51,1.128205128,0.17698145,0.086623166,1.14712,-0.291693345,Unstable_Distorted,Zn,1,18
LiZnBr3,4.810624209,4.910326265,6.94425,,0.9,0.88,0.8825,0.98,1.65,2.96,0.61804922,-0.62,3.3635883,0.715130688,0.997167139,164.0352292,3.159025266,1.31,0.997167139,0.17698145,0.088669941,1.2062625,-0.199399771,Unstable_Distorted,Zn,1,18
LiZnI3,5.877377284,5.999188212,8.484133333,,0.9,0.88,1.273333333,0.98,1.65,2.66,0.61804922,-0.62,3.059046537,0.713674336,0.691099476,299.1462358,2.514923555,1.01,0.691099476,0.17698145,0.106476776,1.431773333,0.015960426,Unstable_Distorted,Zn,1,18
LiZnF3,4.326149998,4.415811138,6.2449,,0.9,0.88,0.705,0.98,1.65,3.98,0.61804922,-0.62,3.401189824,0.716029264,1.24822695,119.2992058,1.800371536,2.33,1.24822695,0.17698145,0.086433606,1.103845,-0.376263764,Unstable_Distorted,Zn,1,18
LiCdCl3,5.104038168,5.209821342,7.3678,,0.9,1.09,0.78,0.98,1.69,3.16,0.61804922,-0.72,3.61272528,0.635261707,1.397435897,195.9181054,1.913055168,1.47,1.397435897,0.17698145,0.073712581,1.26029,-0.538857153,Unstable_Distorted,Cd,1,1
LiCdBr3,5.383804966,5.495386416,7.77165,,0.9,1.09,0.8825,0.98,1.69,2.96,0.61804922,-0.72,3.3635883,0.638995101,1.235127479,229.9327261,2.593106883,1.27,1.235127479,0.17698145,0.074435057,1.3194325,-0.421465591,Unstable_Distorted,Cd,1,1
LiCdI3,6.450558041,6.584248363,9.311533333,,0.9,1.09,1.273333333,0.98,1.69,2.66,0.61804922,-0.72,3.059046537,0.650258986,0.856020942,395.4801535,2.099672028,0.97,0.856020942,0.17698145,0.087038978,1.544943333,-0.145473703,Unstable_Distorted,Cd,1,1
LiCdF3,4.899330755,5.000871289,7.0723,,0.9,1.09,0.705,0.98,1.69,3.98,0.61804922,-0.72,3.401189824,0.632259824,1.546099291,173.2778742,1.689953762,2.29,1.546099291,0.17698145,0.074340259,1.217015,-0.646084503,Unstable_Distorted,Cd,1,1
LiCoCl3,4.226070818,4.313657778,6.100433333,,0.9,0.768333333,0.78,0.98,1.88,3.16,0.61804922,0.66225547,3.61272528,0.767237498,0.985042735,111.2098215,2.571716292,1.28,0.985042735,0.17698145,0.098165381,1.036688333,-0.153988303,Unstable_Distorted,Co,1,3
LiCoBr3,4.505837616,4.599222852,6.504283333,,0.9,0.768333333,0.8825,0.98,1.88,2.96,0.61804922,0.66225547,3.3635883,0.76350399,0.870632672,134.7905487,3.764641551,1.08,0.870632672,0.17698145,0.100825919,1.095830833,-0.075739978,Unstable_Distorted,Co,1,3
LiCoI3,5.572590691,5.688084799,8.044166667,,0.9,0.768333333,1.273333333,0.98,1.88,2.66,0.61804922,0.66225547,3.059046537,0.752707953,0.603403141,254.9789143,2.908383948,0.78,0.603403141,0.17698145,0.12117674,1.321341667,0.105558502,Unstable_Distorted,Co,1,3
LiCoF3,4.021363405,4.104707724,5.804933333,,0.9,0.768333333,0.705,0.98,1.88,3.98,0.61804922,0.66225547,3.401189824,0.770298451,1.089834515,95.81925647,2.129316889,2.1,1.089834515,0.17698145,0.097651013,0.993413333,-0.225911998,Unstable_Distorted,Co,1,3
LiNiCl3,4.148736907,4.234721091,5.9888,,0.9,0.74,0.78,0.98,1.91,3.16,0.61804922,1.1571612,3.61272528,0.781539074,0.948717949,105.2156922,2.714442253,1.25,0.948717949,0.17698145,0.101832935,1.01434,-0.118195464,Unstable_Distorted,Ni,1,11
LiNiBr3,4.428503705,4.520286165,6.39265,,0.9,0.74,0.8825,0.98,1.91,2.96,0.61804922,1.1571612,3.3635883,0.77683688,0.838526912,127.9687327,3.962217179,1.05,0.838526912,0.17698145,0.104618127,1.0734825,-0.043614853,Unstable_Distorted,Ni,1,11
LiNiI3,5.49525678,5.609148112,7.932533333,,0.9,0.74,1.273333333,0.98,1.91,2.66,0.61804922,1.1571612,3.059046537,0.763300698,0.581151832,244.5101006,3.031279242,0.75,0.581151832,0.17698145,0.125536662,1.298993333,0.128779248,Unstable_Distorted,Ni,1,11
LiNiF3,3.944029493,4.025771037,5.6933,,0.9,0.74,0.705,0.98,1.91,3.98,0.61804922,1.1571612,3.401189824,0.785402342,1.04964539,90.39684933,2.252637934,2.07,1.04964539,0.17698145,0.101268083,0.971065,-0.186819835,Unstable_Distorted,Ni,1,11
LiCuCl3,4.367091481,4.457601149,6.304,,0.9,0.82,0.78,0.98,1.9,3.16,0.61804922,1.235784,3.61272528,0.74246212,1.051282051,122.7184046,2.392956931,1.26,1.051282051,0.17698145,0.092297396,1.0625,-0.218335691,Unstable_Distorted,Cu,1,5
LiCuBr3,4.646858279,4.743166222,6.70785,,0.9,0.82,0.8825,0.98,1.9,2.96,0.61804922,1.235784,3.3635883,0.740333532,0.92917847,147.8465227,3.484003805,1.06,0.92917847,0.17698145,0.094692898,1.1216425,-0.133513372,Unstable_Distorted,Cu,1,5
LiCuI3,5.713611354,5.832028169,8.247733333,,0.9,0.82,1.273333333,0.98,1.9,2.66,0.61804922,1.235784,3.059046537,0.73412997,0.643979058,274.8304948,2.726176109,0.76,0.643979058,0.17698145,0.113914391,1.347153333,0.063736695,Unstable_Distorted,Cu,1,5
LiCuF3,4.162384067,4.248651095,6.0085,,0.9,0.82,0.705,0.98,1.9,3.98,0.61804922,1.235784,3.401189824,0.744200907,1.163120567,106.2574241,1.992230755,2.08,1.163120567,0.17698145,0.09191341,1.019225,-0.2961762,Unstable_Distorted,Cu,1,5
LiPdCl3,4.438739075,4.530733667,6.407425,,0.9,0.84625,0.78,0.98,2.2,3.16,0.61804922,0.5621412,3.61272528,0.73047772,1.084935897,128.8580875,2.831439266,0.96,1.084935897,0.17698145,0.089676701,1.01764625,-0.250601931,Unstable_Distorted,Pd,1,13
LiPdBr3,4.718505873,4.816298741,6.811275,,0.9,0.84625,0.8825,0.98,2.2,2.96,0.61804922,0.5621412,3.3635883,0.729092025,0.958923513,154.7912231,3.787629734,0.76,0.958923513,0.17698145,0.091923781,1.07678875,-0.162490862,Unstable_Distorted,Pd,1,13
LiPdI3,5.785258948,5.905160688,8.351158333,,0.9,0.84625,1.273333333,0.98,2.2,2.66,0.61804922,0.5621412,3.059046537,0.725038131,0.664594241,285.299651,2.87567937,0.46,0.664594241,0.17698145,0.110536859,1.302299583,0.04273383,Unstable_Distorted,Pd,1,13
LiPdF3,4.234031662,4.321783614,6.111925,,0.9,0.84625,0.705,0.98,2.2,3.98,0.61804922,0.5621412,3.401189824,0.731607661,1.20035461,111.8394792,2.529368897,1.78,1.20035461,0.17698145,0.08937328,0.97437125,-0.331404093,Unstable_Distorted,Pd,1,13
LiVCl3,4.251090613,4.339196118,6.13655,,0.9,0.7775,0.78,0.98,1.63,3.16,0.61804922,0.527662,3.61272528,0.762721921,0.996794872,113.1967398,2.409341303,1.53,0.996794872,0.17698145,0.097050241,1.0919775,-0.165489576,Unstable_Distorted,V,1,17
LiVBr3,4.530857411,4.624761192,6.5404,,0.9,0.7775,0.8825,0.98,1.63,2.96,0.61804922,0.527662,3.3635883,0.759287854,0.88101983,137.0484149,3.605788301,1.33,0.88101983,0.17698145,0.099666949,1.15112,-0.086064507,Unstable_Distorted,V,1,17
LiVI3,5.597610486,5.713623139,8.080283333,,0.9,0.7775,1.273333333,0.98,1.63,2.66,0.61804922,0.527662,3.059046537,0.749343554,0.610602094,258.4287671,2.81820813,1.03,0.610602094,0.17698145,0.119825398,1.376630833,0.098090212,Unstable_Distorted,V,1,17
LiVF3,4.0463832,4.130246064,5.84105,,0.9,0.7775,0.705,0.98,1.63,3.98,0.61804922,0.527662,3.401189824,0.765535503,1.102836879,97.61888858,1.954120096,2.35,1.102836879,0.17698145,0.096555738,1.0487025,-0.238472073,Unstable_Distorted,V,1,17
LiCrCl3,4.694623342,4.791921235,6.7768,,0.9,0.94,0.78,0.98,1.66,3.16,0.61804922,0.67592827,3.61272528,0.690662437,1.205128205,152.4526905,1.800432547,1.5,1.205128205,0.17698145,0.081967504,1.17974,-0.363727298,Unstable_Distorted,Cr,1,4
LiCrBr3,4.97439014,5.077486308,7.18065,,0.9,0.94,0.8825,0.98,1.66,2.96,0.61804922,0.67592827,3.3635883,0.691587291,1.065155807,181.3645337,2.734375715,1.3,1.065155807,0.17698145,0.083641452,1.2388825,-0.264112941,Unstable_Distorted,Cr,1,4
LiCrI3,6.041143215,6.166348256,8.720533333,,0.9,0.94,1.273333333,0.98,1.66,2.66,0.61804922,0.67592827,3.059046537,0.694327743,0.738219895,324.8555019,2.247329208,1,0.738219895,0.17698145,0.099972835,1.464393333,-0.031031752,Unstable_Distorted,Cr,1,4
LiCrF3,4.489915929,4.582971181,6.4813,,0.9,0.94,0.705,0.98,1.66,3.98,0.61804922,0.67592827,3.401189824,0.689912695,1.333333333,133.3667167,1.443465373,2.32,1.333333333,0.17698145,0.081999915,1.136465,-0.454898391,Unstable_Distorted,Cr,1,4
LiPbCl3,5.192744714,5.300366366,7.49585,,0.9,1.1225,0.78,0.98,2.33,3.16,0.61804922,0.3567212,3.61272528,0.624409667,1.439102564,206.3116484,2.579607473,0.83,1.439102564,0.17698145,0.07242184,1.1510425,-0.575987878,Unstable_Distorted,Pb,1,12
LiPbBr3,5.472511512,5.585931439,7.8997,,0.9,1.1225,0.8825,0.98,2.33,2.96,0.61804922,0.3567212,3.3635883,0.628637325,1.271954674,241.4865147,3.120841185,0.63,1.271954674,0.17698145,0.072943599,1.210185,-0.454825366,Unstable_Distorted,Pb,1,12
LiPbI3,6.539264587,6.674793387,9.439583333,,0.9,1.1225,1.273333333,0.98,2.33,2.66,0.61804922,0.3567212,3.059046537,0.641438082,0.881544503,412.021199,2.397399805,0.33,0.881544503,0.17698145,0.084757843,1.435695833,-0.169755239,Unstable_Distorted,Pb,1,12
LiPbF3,4.988037301,5.091416312,7.20035,,0.9,1.1225,0.705,0.98,2.33,3.98,0.61804922,0.3567212,3.401189824,0.621015805,1.592198582,182.8613449,2.462152522,1.65,1.592198582,0.17698145,0.073177642,1.1077675,-0.686626223,Unstable_Distorted,Pb,1,12
NaCaCl3,5.240509777,5.349121378,7.5648,,1.16,1.14,0.78,0.93,1,3.16,0.54792625,0.024551,3.61272528,0.714472477,1.461538462,212.0574032,1.326715895,2.16,1.461538462,0.17698145,0.088219222,1.57716,-0.528175651,Unstable_Distorted,Ca,0,0
NaCaBr3,5.520276575,5.634686452,7.96865,,1.16,1.14,0.8825,0.93,1,2.96,0.54792625,0.024551,3.3635883,0.714099184,1.291784703,247.8650784,2.028433861,1.96,1.291784703,0.17698145,0.0862605,1.6363025,-0.408423661,Unstable_Distorted,Ca,0,0
NaCaI3,6.58702965,6.723548399,9.508533333,,1.16,1.14,1.273333333,0.93,1,2.66,0.54792625,0.024551,3.059046537,0.712966782,0.895287958,421.1159463,1.74991331,1.66,0.895287958,0.17698145,0.091870419,1.861813333,-0.128901071,Unstable_Distorted,Ca,0,0
NaCaF3,5.035802364,5.140171324,7.2693,,1.16,1.14,0.705,0.93,1,3.98,0.54792625,0.024551,3.401189824,0.714771895,1.617021277,188.1650084,1.059545453,2.98,1.617021277,0.17698145,0.09112976,1.533885,-0.637890313,Unstable_Distorted,Ca,0,0
NaFeCl3,4.571233208,4.571233208,6.56265,,1.16,0.8525,0.78,0.93,1.83,3.16,0.54792625,0.15323635,3.61272528,0.840298411,1.092948718,137.13427,2.242485861,1.33,1.092948718,0.179323003,0.110088221,1.2452725,-0.178623767,Metastable,Fe,1,6
NaFeBr3,4.858247851,4.858247851,6.9747,,1.16,0.8525,0.8825,0.93,1.83,2.96,0.54792625,0.15323635,3.3635883,0.832429741,0.966005666,164.6208602,3.213199419,1.13,0.966005666,0.179323003,0.107946795,1.304415,-0.094438179,Metastable,Fe,1,6
NaFeI3,5.802317899,5.922573193,8.375783333,,1.16,0.8525,1.273333333,0.93,1.83,2.66,0.54792625,0.15323635,3.059046537,0.809389181,0.669502618,287.8308832,2.651203113,0.83,0.669502618,0.17698145,0.121868183,1.529925833,0.0988998,Unstable_Distorted,Fe,1,6
NaFeF3,4.361222494,4.361222494,6.26115,,1.16,0.8525,0.705,0.93,1.83,3.98,0.54792625,0.15323635,3.401189824,0.846712133,1.209219858,119.0887112,1.893975599,2.15,1.209219858,0.179323003,0.113669554,1.2019975,-0.256292962,Metastable,Fe,1,6
NaGeCl3,4.340221423,4.340221423,6.231,,1.16,0.77,0.78,0.93,2.01,3.16,0.54792625,1.232676413,3.61272528,0.885023971,0.987179487,117.3765996,2.857557913,1.15,0.987179487,0.179323003,0.122801165,1.16167,-0.07222395,Metastable,Ge,1,7
NaGeBr3,4.627236065,4.627236065,6.64305,,1.16,0.77,0.8825,0.93,2.01,2.96,0.54792625,1.232676413,3.3635883,0.873988261,0.872521246,142.2364268,3.914949454,0.95,0.872521246,0.179323003,0.12013385,1.2208125,0.001037179,Metastable,Ge,1,7
NaGeI3,5.721625231,5.721625231,8.2142,,1.16,0.77,1.273333333,0.93,2.01,2.66,0.54792625,1.232676413,3.059046537,0.842068434,0.604712042,268.9082266,2.941475286,0.65,0.604712042,0.179323003,0.127904388,1.446323333,0.167810969,Metastable,Ge,1,7
NaGeF3,4.130210709,4.130210709,5.9295,,1.16,0.77,0.705,0.93,2.01,3.98,0.54792625,1.232676413,3.401189824,0.894070608,1.092198582,101.1492088,2.505604199,1.97,1.092198582,0.179323003,0.127078365,1.118395,-0.140076477,Metastable,Ge,1,7
NaMgCl3,4.59223428,4.59223428,6.5928,,1.16,0.86,0.78,0.93,1.31,3.16,0.54792625,-0.42,3.61272528,0.836455583,1.102564103,139.0330255,1.835162755,1.85,1.102564103,0.179323003,0.109081762,1.3536,-0.188138724,Metastable,Mg,0,9
NaMgBr3,4.879248922,4.879248922,7.00485,,1.16,0.86,0.8825,0.93,1.31,2.96,0.54792625,-0.42,3.3635883,0.82884683,0.974504249,166.7649546,2.857831981,1.65,0.974504249,0.179323003,0.106973277,1.4127425,-0.102979796,Metastable,Mg,0,9
